FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,Employee ID,Survey Date,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Date,Training Program Name,Training Type,Training Outcome,Location,Trainer,Training Duration(Days),Training Cost,IsActive,AgeAtStart
Neil,Patton,2022-02-12,,Production Technician I,Mark Silva,neil.patton@bilearner.com,PL,Active,Full-Time,Zone C,Part-Time,N/A - Active,N/A - Active,Production,Aerial,1955-02-08,MA,Foreman,Female,11927,Asian,Widowed,Fully Meets,2,3150,2022-08-29,3,2,2,2023-01-28,Customer Service,External,Failed,North Kristina,James Hudson,4,781.04,True,67.0
Khalil,Guzman,2022-02-26,,Production Technician I,Melissa Wheeler Dds,khalil.guzman@bilearner.com,BPC,Active,Part-Time,Zone C,Temporary,N/A - Active,N/A - Active,Production,Field Operations,1965-11-15,MA,Engineer,Female,81158,White,Widowed,Exceeds,4,3151,2023-02-24,3,3,1,2022-10-06,Project Management,Internal,Passed,Smithberg,David Hoffman,2,978.88,True,56.0
Alaina,Mayo,2022-07-05,2022-12-28,Production Technician I,Mr. Tony Collier,alaina.mayo@bilearner.com,CCDR,Active,Contract,Zone C,Temporary,N/A - Active,N/A - Active,Production,Field Operations,1953-12-29,MA,Laborer,Female,27163,Black,Widowed,Exceeds,5,3152,2023-04-28,1,3,1,2023-03-24,Communication Skills,Internal,Failed,East Renee,Stephanie Blake,4,955.95,False,68.0
Jagger,Morgan,2019-11-29,2022-03-11,Production Technician I,Kathleen Johnson,jagger.morgan@bilearner.com,SVG,Active,Part-Time,Zone A,Full-Time,N/A - Active,N/A - Active,Production,Field Operations,1994-12-13,MA,Technician,Female,96230,Other,Single,Fully Meets,4,3153,2022-04-11,1,5,3,2023-07-11,Communication Skills,External,Passed,East Johnton,Karla Ramirez,5,897.64,False,24.0
Donavan,Kennedy,2019-02-22,,Production Technician I,Julia Davis,donavan.kennedy@bilearner.com,EW,Active,Full-Time,Zone B,Temporary,N/A - Active,N/A - Active,Production,Engineers,1949-05-21,MA,Engineer,Female,75205,Black,Single,Fully Meets,2,3154,2023-03-06,1,3,5,2023-05-25,Customer Service,External,Passed,Lake Michael,Chelsea Davis,4,418.08,True,69.0
Amy,Frederick,2020-07-16,2022-02-15,Production Technician I,Amanda Carter,amy.frederick@bilearner.com,MSC,Terminated for Cause,Contract,Zone B,Temporary,Voluntary,Voluntary - Standard Separation,Production,General - Con,1951-03-14,MA,Lineman,Male,56136,Black,Married,Fully Meets,2,3155,2022-08-18,2,5,4,2022-08-27,Communication Skills,External,Failed,West Greg,Sarah Mitchell,5,336.64,False,69.0
Pierce,Charles,2019-07-18,2020-02-19,Production Technician Ii,Jenny Ray,pierce.charles@bilearner.com,MSC,Voluntarily Terminated,Contract,Zone B,Part-Time,Voluntary,Voluntary - Standard Separation,Production,General - Con,1962-07-16,MA,Lineman,Female,65327,Black,Married,Fully Meets,5,3156,2023-01-27,4,2,2,2023-04-02,Communication Skills,External,Failed,Rebeccaburgh,Brandy Martin,4,171.46,False,57.0
Deegan,Pham,2019-03-10,2021-11-16,Production Technician Ii,Kimberly Collier,deegan.pham@bilearner.com,TNS,Active,Contract,Zone A,Full-Time,N/A - Active,N/A - Active,Production,Billable Consultants,1984-03-16,MA,Engineer,Female,25266,White,Divorced,Exceeds,5,3157,2023-11-04,4,1,3,2023-05-26,Project Management,Internal,Incomplete,Dunnchester,Michael Wright,3,401.9,False,34.0
Seth,Oneill,2023-05-30,2023-07-21,Production Technician Ii,Michael Hendricks,seth.oneill@bilearner.com,PYZ,Active,Part-Time,Zone A,Full-Time,N/A - Active,N/A - Active,Production,General - Sga,1976-01-21,MA,Director,Female,35824,Hispanic,Divorced,Exceeds,2,3158,2023-02-02,1,1,3,2022-12-19,Communication Skills,Internal,Passed,Benjaminhaven,Lisa Huffman,5,266.62,False,47.0
Mollie,Woodward,2018-08-23,2019-06-19,Production Technician Ii,Lindsay White,mollie.woodward@bilearner.com,WBL,Active,Full-Time,Zone B,Part-Time,N/A - Active,N/A - Active,Production,Field Operations,1978-05-29,MA,Groundman,Female,24940,Asian,Married,Fully Meets,4,3159,2023-04-23,1,1,2,2023-04-19,Technical Skills,External,Failed,New Tina,Jennifer Reed,2,913.36,False,40.0
Baylee,Warner,2019-03-06,,Production Technician Ii,Madeline Henderson,baylee.warner@bilearner.com,NEL,Active,Full-Time,Zone A,Part-Time,N/A - Active,N/A - Active,Production,Splicing,1951-04-18,MA,Splicer,Female,69293,Other,Single,Exceeds,4,3160,2022-08-20,5,5,3,2023-01-11,Leadership Development,Internal,Failed,Lake Andrewburgh,Michelle Hernandez,3,619.29,True,67.0
Celeste,Allison,2023-08-01,2023-08-02,Production Technician Ii,Erin Maxwell,celeste.allison@bilearner.com,PL,Voluntarily Terminated,Full-Time,Zone C,Full-Time,Involuntary,Involuntary - Standard Separation,Production,General - Con,1983-04-17,MA,Laborer,Female,9346,Black,Divorced,Fully Meets,1,3161,2023-07-15,1,5,4,2022-09-15,Customer Service,External,Passed,West Timothy,Elizabeth Miller,3,398.98,False,40.0
Camryn,Clark,2020-02-24,2020-12-24,Production Technician Ii,Kaitlin Thomas Md,camryn.clark@bilearner.com,BPC,Active,Part-Time,Zone A,Temporary,N/A - Active,N/A - Active,Production,Isp,1997-08-27,MA,Manager,Male,57257,White,Single,Fully Meets,5,3162,2023-03-20,4,4,2,2023-07-24,Technical Skills,Internal,Failed,Jamesville,Stacy Cole,5,569.76,False,22.0
Geovanni,Crawford,2019-09-26,,Production Technician I,Taylor Martin,geovanni.crawford@bilearner.com,PL,Active,Contract,Zone A,Full-Time,N/A - Active,N/A - Active,Production,Catv,1979-03-13,MA,Laborer,Male,57484,Black,Married,Fully Meets,4,3163,2023-03-19,2,4,5,2022-10-01,Project Management,Internal,Passed,West Joshuaburgh,Mark Johnson,4,807.32,True,40.0
Danielle,Blanchard,2022-12-07,2023-06-08,Production Technician I,Natalie Hogan,danielle.blanchard@bilearner.com,BPC,Voluntarily Terminated,Full-Time,Zone C,Temporary,Resignation,Resignation - Standard Separation,Production,Field Operations,1997-03-18,MA,Foreman,Female,89536,Other,Married,Fully Meets,5,3164,2022-02-10,4,2,3,2023-02-10,Project Management,External,Passed,Harmontown,Jane Romero,3,981.17,False,25.0
Kasey,Pineda,2019-03-08,2021-02-08,Production Technician I,Kenneth Wilkinson,kasey.pineda@bilearner.com,CCDR,Active,Part-Time,Zone C,Full-Time,N/A - Active,N/A - Active,Production,Field Operations,1994-12-24,MA,Laborer,Female,38677,Black,Single,Fully Meets,2,3165,2023-06-17,1,5,5,2022-08-28,Leadership Development,External,Failed,Johnstonchester,Carly Jacobs,4,972.9,False,24.0
Kenzie,Friedman,2019-08-06,2022-07-27,Production Technician I,Michelle Beasley,kenzie.friedman@bilearner.com,SVG,Active,Part-Time,Zone A,Full-Time,N/A - Active,N/A - Active,Production,Field Operations,1993-02-11,MA,Laborer,Female,28796,White,Single,Exceeds,2,3166,2023-01-26,2,4,1,2023-01-27,Project Management,Internal,Incomplete,Port Ronaldville,Melissa Carson,4,928.71,False,26.0
Destinee,Mejia,2019-06-19,,Production Technician I,Karina Hampton,destinee.mejia@bilearner.com,EW,Active,Full-Time,Zone B,Part-Time,N/A - Active,N/A - Active,Production,Splicing,1943-09-19,MA,Lineman,Male,2156,Other,Divorced,Exceeds,4,3167,2023-02-27,5,2,1,2023-01-15,Leadership Development,External,Passed,Hillburgh,Keith Lewis,1,975.21,True,75.0
Deshawn,Henry,2022-02-08,2023-07-18,Production Technician I,Timothy Price,deshawn.henry@bilearner.com,MSC,Leave of Absence,Part-Time,Zone A,Full-Time,Voluntary,Voluntary - Standard Separation,Production,Sales & Marketing,1990-05-24,MA,Assistant,Male,86333,Hispanic,Married,Fully Meets,2,3168,2023-05-08,5,2,2,2023-05-10,Leadership Development,External,Failed,Brandonland,Whitney Smith,5,613.58,False,31.0
Cristian,Ritter,2019-06-08,2021-01-29,Production Technician I,Jade Howell,cristian.ritter@bilearner.com,TNS,Active,Part-Time,Zone B,Part-Time,N/A - Active,N/A - Active,Production,Aerial,1951-03-04,MA,Lineman,Female,17633,Other,Single,Exceeds,4,3169,2023-04-27,3,2,3,2023-02-25,Communication Skills,Internal,Completed,New Duaneshire,Tracy Simmons,4,109.96,False,68.0
Demarcus,Huffman,2022-01-28,2023-06-23,Production Technician I,David Harrison,demarcus.huffman@bilearner.com,PYZ,Active,Full-Time,Zone C,Full-Time,N/A - Active,N/A - Active,Production,Field Operations,1992-01-23,MA,Technician,Male,16568,Asian,Married,Fully Meets,2,3170,2022-11-28,1,3,2,2022-08-28,Technical Skills,External,Failed,Elizabethfurt,Theresa Yang,2,361.28,False,30.0
Regina,Lopez,2020-08-26,2022-08-11,Production Technician I,Courtney Neal,regina.lopez@bilearner.com,WBL,Active,Part-Time,Zone A,Part-Time,N/A - Active,N/A - Active,Production,Engineers,1995-02-25,MA,Engineer,Female,44233,White,Widowed,Fully Meets,5,3171,2023-08-01,4,1,5,2023-06-30,Leadership Development,External,Failed,Port Tylerview,Rebecca Gonzalez,4,248.66,False,25.0
Justice,Clark,2019-04-22,,Production Technician I,Elizabeth Allen,justice.clark@bilearner.com,NEL,Active,Contract,Zone C,Part-Time,N/A - Active,N/A - Active,Production,Shop (Fleet),1983-09-07,MA,Mechanic,Female,41155,Asian,Divorced,Fully Meets,4,3172,2022-02-09,2,3,1,2022-12-25,Customer Service,External,Failed,North Charlesview,Melissa Faulkner,5,742.18,True,35.0
Tucker,Sweeney,2022-12-21,2023-05-30,Production Technician I,Gloria Vaughn,tucker.sweeney@bilearner.com,PL,Active,Contract,Zone A,Part-Time,N/A - Active,N/A - Active,Production,Billable Consultants,1957-03-14,MA,Engineer,Female,24597,Asian,Married,Fully Meets,1,3173,2023-07-13,5,4,3,2023-06-01,Communication Skills,External,Incomplete,Mataport,Stacy Henderson,3,573.31,False,65.0
Roy,Pratt,2022-10-12,2023-07-03,Production Technician I,Tracy Warner,roy.pratt@bilearner.com,BPC,Active,Full-Time,Zone C,Part-Time,N/A - Active,N/A - Active,Production,Catv,1961-06-13,MA,Foreman,Female,59255,Hispanic,Single,Fully Meets,5,3174,2023-02-01,1,5,5,2022-12-09,Communication Skills,External,Completed,Lake Ronald,Jennifer White,4,860.91,False,61.0
Raphael,Whitney,2023-07-23,2023-08-01,Production Technician I,Richard Cox,raphael.whitney@bilearner.com,CCDR,Active,Full-Time,Zone B,Full-Time,N/A - Active,N/A - Active,Production,Fielders,1947-11-07,MA,Engineer,Female,97410,Asian,Single,Fully Meets,1,3175,2023-03-02,5,4,1,2023-05-22,Technical Skills,External,Failed,Lake Donaldtown,Michael Brown,4,686.77,False,75.0
Cade,Palmer,2018-12-13,2020-06-23,Production Technician I,Jessica Morgan,cade.palmer@bilearner.com,SVG,Active,Full-Time,Zone A,Full-Time,N/A - Active,N/A - Active,Production,Project Management - Con,2000-02-24,MA,Coordinator,Female,42252,Other,Widowed,Exceeds,1,3176,2023-09-02,5,3,5,2023-01-24,Leadership Development,External,Passed,West Ericchester,William Thomas,5,638.26,False,18.0
Abel,Potts,2019-09-30,2021-06-23,Production Technician I,Lori Martin,abel.potts@bilearner.com,EW,Terminated for Cause,Full-Time,Zone A,Full-Time,Resignation,Resignation - Standard Separation,Production,Project Management - Con,2000-03-13,MA,Coordinator,Female,48294,Asian,Single,Fully Meets,1,3177,2023-04-20,3,4,2,2023-03-25,Leadership Development,External,Incomplete,Lake Jenniferhaven,Aaron Reed,2,423.71,False,19.0
Wayne,Leon,2020-01-24,2023-06-09,Production Technician Ii,Eric Lopez,wayne.leon@bilearner.com,MSC,Voluntarily Terminated,Part-Time,Zone C,Part-Time,Involuntary,Involuntary - Standard Separation,Production,Field Operations,1990-04-30,MA,Administrator,Female,45258,White,Married,PIP,1,3178,2022-07-10,5,2,1,2023-05-02,Communication Skills,Internal,Incomplete,Lake Aaronton,Ian Baker,3,708.78,False,29.0
Amya,Armstrong,2020-12-23,2021-03-17,Production Technician Ii,Victoria Thomas,amya.armstrong@bilearner.com,TNS,Active,Full-Time,Zone C,Full-Time,N/A - Active,N/A - Active,Production,Field Operations,1941-12-22,MA,Lineman,Male,96822,Black,Divorced,Fully Meets,2,3179,2023-05-27,5,2,1,2023-05-03,Leadership Development,Internal,Passed,South Sharon,Charles Hurley,2,376.96,False,79.0
Johnny,Whitehead,2019-06-07,2020-01-11,Production Technician Ii,Jennifer Dean,johnny.whitehead@bilearner.com,PYZ,Voluntarily Terminated,Full-Time,Zone B,Temporary,Retirement,Retirement - Standard Separation,Production,Field Operations,1997-10-27,MA,Technician,Female,14828,Hispanic,Divorced,Fully Meets,4,3180,2023-01-30,2,1,1,2023-07-03,Project Management,External,Completed,West Russell,Teresa Long,1,829.59,False,21.0
Antwan,Clayton,2019-12-25,2021-11-14,Production Technician Ii,Cameron Harris,antwan.clayton@bilearner.com,WBL,Active,Contract,Zone C,Temporary,N/A - Active,N/A - Active,Production,General - Con,1959-07-17,MA,Foreman,Female,26328,Other,Single,Fully Meets,4,3181,2023-05-04,5,4,1,2023-01-13,Leadership Development,Internal,Incomplete,Justinland,David Bush,4,900.21,False,60.0
Dexter,Preston,2023-01-26,,Production Technician Ii,Benjamin Cantrell,dexter.preston@bilearner.com,NEL,Active,Contract,Zone B,Temporary,N/A - Active,N/A - Active,Production,Field Operations,1971-11-21,MA,Technician,Female,55287,White,Married,PIP,2,3182,2022-08-15,3,3,4,2023-05-02,Technical Skills,Internal,Passed,Barryberg,George Norris,2,825.61,True,51.0
Uriah,Guerrero,2022-11-03,2023-08-03,Production Technician Ii,Victor Warren,uriah.guerrero@bilearner.com,PL,Voluntarily Terminated,Full-Time,Zone A,Temporary,Resignation,Resignation - Standard Separation,Production,Engineers,1953-02-15,MA,Technician,Male,40809,Other,Single,PIP,3,3183,2023-06-05,1,1,4,2023-07-28,Customer Service,External,Completed,Johnsonborough,Brandy Young,1,205.22,False,69.0
Dakota,Oliver,2022-05-13,,Production Technician I,Brian Roberts,dakota.oliver@bilearner.com,MSC,Active,Part-Time,Zone A,Full-Time,N/A - Active,N/A - Active,Production,Field Operations,1972-05-21,MA,Tower Hand,Female,9994,Hispanic,Single,PIP,5,3184,2023-03-07,3,1,4,2022-09-09,Technical Skills,Internal,Failed,East Stacymouth,Penny Koch,3,441.79,True,49.0
Selena,Yoder,2020-09-23,2023-03-15,Production Technician I,Tina Wright,selena.yoder@bilearner.com,NEL,Voluntarily Terminated,Contract,Zone C,Temporary,Voluntary,Voluntary - Standard Separation,Production,Field Operations,1999-10-11,MA,Assistant,Female,91605,Other,Divorced,PIP,2,3185,2022-08-20,5,4,5,2022-11-28,Communication Skills,External,Passed,New Michael,Hannah Hernandez,3,491.87,False,20.0
Kaila,Flowers,2021-08-29,2022-11-08,Production Technician I,Mary Weber,kaila.flowers@bilearner.com,PL,Active,Part-Time,Zone A,Full-Time,N/A - Active,N/A - Active,Production,Aerial,1967-03-05,MA,Supervisor,Female,76162,Black,Divorced,Fully Meets,2,3186,2023-12-06,5,2,3,2023-04-10,Technical Skills,Internal,Failed,Elizabethchester,Kenneth Williams,4,927.48,False,54.0
Dashawn,Ramirez,2022-12-13,2023-01-11,Production Technician I,Eric Riley Jr.,dashawn.ramirez@bilearner.com,PYZ,Active,Contract,Zone C,Full-Time,N/A - Active,N/A - Active,Production,Wireline Construction,1962-08-04,MA,Project Manager,Female,13522,Black,Single,PIP,3,3187,2023-02-01,4,2,2,2023-07-26,Leadership Development,Internal,Completed,South Jacobchester,Nancy Hughes,3,831.15,False,60.0
Meghan,Ray,2022-11-06,,Production Technician I,Kathy Wong,meghan.ray@bilearner.com,SVG,Active,Part-Time,Zone C,Part-Time,N/A - Active,N/A - Active,Production,Field Operations,1978-04-11,MA,Laborer,Male,2956,Hispanic,Divorced,Fully Meets,4,3188,2023-07-23,5,2,4,2023-05-16,Leadership Development,Internal,Incomplete,Larrytown,Tony Ray,3,976.9,True,44.0
Jasiah,Palmer,2023-08-04,,Production Technician I,Ernest Bates,jasiah.palmer@bilearner.com,TNS,Active,Full-Time,Zone C,Temporary,N/A - Active,N/A - Active,Production,Project Management - Con,1964-07-21,MA,Project Manager,Female,46851,Asian,Married,PIP,1,3189,2023-02-17,4,3,4,2022-09-11,Leadership Development,Internal,Passed,New Jillburgh,Megan Espinoza,5,574.76,True,59.0
Jaiden,Hawkins,2020-11-15,,Production Technician I,Brittany Allen,jaiden.hawkins@bilearner.com,WBL,Active,Contract,Zone C,Part-Time,N/A - Active,N/A - Active,Production,General - Con,1998-10-02,MA,Administration,Male,89125,White,Divorced,PIP,2,3190,2022-10-15,4,5,5,2023-07-13,Leadership Development,External,Passed,Scottchester,Brendan Nelson,3,911.6,True,22.0
Monserrat,Miranda,2022-07-06,2022-08-12,Production Technician I,Krystal Newton,monserrat.miranda@bilearner.com,BPC,Active,Part-Time,Zone A,Part-Time,N/A - Active,N/A - Active,Production,Technology / It,1945-01-28,MA,Technician,Male,29435,Black,Married,Fully Meets,2,3191,2023-02-24,1,2,2,2023-02-05,Project Management,External,Incomplete,Yolandashire,Aaron Beasley,3,476.39,False,77.0
Johnathon,Lynch,2019-04-21,2022-01-12,Production Technician I,Alexandra Goodman,johnathon.lynch@bilearner.com,CCDR,Active,Full-Time,Zone A,Part-Time,N/A - Active,N/A - Active,Production,Aerial,1997-12-01,MA,Laborer,Female,26250,Black,Single,Fully Meets,3,3192,2023-06-26,5,4,1,2022-08-28,Technical Skills,Internal,Incomplete,Lloydside,Sarah Rodriguez,1,752.12,False,21.0
Dayanara,Murray,2021-08-28,,Production Technician I,Kevin Baker,dayanara.murray@bilearner.com,EW,Active,Full-Time,Zone C,Temporary,N/A - Active,N/A - Active,Production,General - Con,1946-01-24,MA,Laborer,Female,67626,Black,Divorced,PIP,3,3193,2023-05-08,1,1,5,2023-04-16,Project Management,External,Completed,New Bethstad,Robert Chapman,3,240.94,True,75.0
Alessandro,Sawyer,2021-03-25,,Production Technician I,Holly Mooney,alessandro.sawyer@bilearner.com,MSC,Active,Contract,Zone B,Full-Time,N/A - Active,N/A - Active,Production,Field Operations,1995-11-08,MA,Groundman,Female,46143,Asian,Divorced,Fully Meets,1,3194,2022-12-26,2,5,5,2023-01-23,Leadership Development,Internal,Passed,South David,Audrey Stanley,5,143.28,True,25.0
Kaylen,Hogan,2020-07-16,2020-10-15,Production Technician I,Latasha Garrison,kaylen.hogan@bilearner.com,NEL,Active,Full-Time,Zone A,Full-Time,N/A - Active,N/A - Active,Production,General - Con,1981-01-31,MA,Technician,Female,70709,White,Divorced,Fully Meets,2,3195,2023-03-23,5,4,1,2023-06-28,Customer Service,External,Failed,Morenoville,David Cobb,1,556.09,False,39.0
Karley,Michael,2018-11-28,2021-08-14,Production Technician I,James Hawkins,karley.michael@bilearner.com,PL,Active,Full-Time,Zone B,Temporary,N/A - Active,N/A - Active,Production,Engineers,1974-12-11,MA,Project Manager,Female,60139,Other,Divorced,Fully Meets,2,3196,2022-10-31,3,3,1,2023-06-06,Customer Service,Internal,Passed,Port Masonmouth,Tammy Mejia,5,518.62,False,43.0
Erik,Parks,2019-06-27,,Production Technician I,Kevin Mason,erik.parks@bilearner.com,PYZ,Active,Contract,Zone A,Full-Time,N/A - Active,N/A - Active,Production,General - Con,1977-03-31,MA,Lineman,Female,15469,Hispanic,Divorced,PIP,1,3197,2022-09-20,5,5,2,2022-11-10,Customer Service,Internal,Failed,Cooperburgh,Kevin Lin,4,694.79,True,42.0
Violet,Bennett,2023-01-04,,Production Technician I,Olivia Alexander,violet.bennett@bilearner.com,SVG,Active,Contract,Zone A,Temporary,N/A - Active,N/A - Active,Production,General - Con,1979-09-24,MA,Laborer,Female,77690,Asian,Married,Fully Meets,2,3198,2023-04-01,1,3,1,2023-06-01,Communication Skills,Internal,Completed,Port Jenniferbury,James Haynes,2,445.34,True,43.0
Hannah,Jacobi,2018-11-22,,Production Technician I,Austin Burke,hannah.jacobi@bilearner.com,BPC,Active,Full-Time,Zone B,Full-Time,N/A - Active,N/A - Active,Production,Engineers,1978-01-17,MA,Engineer,Female,1778,Hispanic,Married,Fully Meets,2,3199,2022-08-31,1,4,4,2022-09-23,Technical Skills,Internal,Incomplete,Guzmanville,Stephanie Stokes,5,609.18,True,40.0
Peter,Robertson,2021-01-08,,Production Technician Ii,Casey Landry,peter.robertson@bilearner.com,PL,Active,Part-Time,Zone B,Temporary,N/A - Active,N/A - Active,Production,Billable Consultants,1975-07-26,MA,Engineer,Male,2138,Asian,Married,Fully Meets,4,3200,2023-05-28,5,1,3,2023-03-18,Communication Skills,Internal,Completed,New Garyland,Terri James,1,473.02,True,45.0
Josephine,Bugali,2022-11-18,,Production Technician I,Bobby Boyd,josephine.bugali@bilearner.com,EW,Active,Part-Time,Zone A,Part-Time,N/A - Active,N/A - Active,Production,Aerial,1984-07-16,MA,Technician,Female,2043,Asian,Widowed,Fully Meets,4,3201,2022-12-27,1,4,5,2023-06-05,Leadership Development,Internal,Failed,Johnstad,Jessica Pratt,2,758.46,True,38.0
Dallas,Leach,2020-06-21,2023-06-23,Production Technician I,Andrea Walls,dallas.leach@bilearner.com,WBL,Voluntarily Terminated,Contract,Zone A,Full-Time,Involuntary,Involuntary - Standard Separation,Production,Engineers,1999-03-28,MA,Engineer,Female,1810,Other,Single,Fully Meets,4,3202,2022-12-25,2,5,1,2022-08-30,Customer Service,Internal,Passed,Jenniferborough,Jodi Mitchell,3,194.06,False,21.0
Marianne,Eaton,2021-01-19,2022-09-11,Production Technician I,John Lutz,marianne.eaton@bilearner.com,PYZ,Voluntarily Terminated,Contract,Zone C,Part-Time,Voluntary,Voluntary - Standard Separation,Production,General - Sga,1961-10-09,MA,Administrator,Female,2343,White,Single,Fully Meets,4,3203,2022-11-11,4,4,2,2022-09-01,Project Management,External,Passed,Port Nicole,Joan Roach,2,317.06,False,59.0
Bruno,Rossetti,2023-06-04,,Production Technician I,Dominique Espinoza,bruno.rossetti@bilearner.com,BPC,Active,Contract,Zone C,Full-Time,N/A - Active,N/A - Active,Production,General - Sga,1959-12-11,MA,Administration,Male,2155,White,Single,Fully Meets,4,3204,2022-12-27,4,1,1,2022-08-09,Communication Skills,Internal,Passed,Lake Scottberg,Javier Cohen,1,291.9,True,63.0
Roxana,Goyal,2020-08-13,2021-09-17,Production Technician I,Roy Bradshaw,roxana.goyal@bilearner.com,TNS,Leave of Absence,Contract,Zone C,Part-Time,Voluntary,Voluntary - Standard Separation,Production,Aerial,1988-02-02,MA,Lineman,Female,1864,Asian,Married,Fully Meets,4,3205,2022-03-11,3,1,3,2023-06-04,Customer Service,External,Incomplete,Lake Shane,Michael Nelson,3,407.29,False,32.0
Thomas,Barbara,2019-09-06,,Production Technician I,Bonnie Clayton,thomas.barbara@bilearner.com,BPC,Active,Part-Time,Zone A,Part-Time,N/A - Active,N/A - Active,Production,Wireline Construction,1961-03-16,MA,Groundman,Male,2062,Hispanic,Divorced,Fully Meets,2,3206,2022-09-13,2,4,4,2023-04-01,Leadership Development,Internal,Passed,New Margaret,Jessica Ashley,2,143.32,True,58.0
Lynn,O'Hare,2022-03-27,,Production Technician I,Maria Nelson,lynn.o'hare@bilearner.com,PYZ,Active,Full-Time,Zone C,Temporary,N/A - Active,N/A - Active,Production,Project Management - Con,1981-08-28,MA,Supervisor,Female,2152,White,Widowed,Fully Meets,5,3207,2023-01-13,4,4,5,2023-02-17,Technical Skills,External,Passed,Port Sean,Tracy Roberts,3,724.51,True,40.0
Abdellah,Veera,2020-12-25,2023-03-08,Production Technician I,Jeffrey Gray,abdellah.veera@bilearner.com,CCDR,Voluntarily Terminated,Contract,Zone A,Temporary,Resignation,Resignation - Standard Separation,Production,Field Operations,1973-04-09,MA,Operator,Male,2171,Hispanic,Divorced,Fully Meets,2,3208,2023-03-22,5,1,3,2023-04-03,Leadership Development,Internal,Passed,North Rebecca,Ruben Lopez,2,955.32,False,47.0
Daniel,Davis,2021-04-24,,Production Technician Ii,Jennifer Baker,daniel.davis@bilearner.com,PL,Active,Contract,Zone A,Full-Time,N/A - Active,N/A - Active,Production,General - Con,1983-03-17,MA,Technician,Male,2458,Hispanic,Widowed,Fully Meets,5,3209,2023-01-13,3,3,1,2023-03-06,Project Management,Internal,Incomplete,North Melissa,Ryan Anderson,5,259.71,True,38.0
Barbara M,Stanford,2020-05-12,,Production Technician I,Jessica Scott,barbara m.stanford@bilearner.com,WBL,Active,Full-Time,Zone A,Full-Time,N/A - Active,N/A - Active,Production,Aerial,1993-06-13,MA,Lineman,Female,2050,Hispanic,Divorced,Fully Meets,5,3210,2023-11-07,3,5,1,2022-12-31,Project Management,External,Failed,Lake Jillianside,Christopher Caldwell,2,128.89,True,26.0
Phylicia,Gosciminski,2023-05-23,,Production Technician Ii,Pamela Wilson,phylicia.gosciminski@bilearner.com,SVG,Active,Part-Time,Zone B,Part-Time,N/A - Active,N/A - Active,Production,General - Sga,1955-08-26,MA,Administrator,Female,1824,Other,Married,Fully Meets,2,3211,2022-09-10,1,5,3,2022-10-13,Customer Service,External,Incomplete,Smithchester,Brooke Washington,4,513.76,True,67.0
Mohammed,Latif,2020-12-27,2022-05-22,Production Technician Ii,Matthew Brown,mohammed.latif@bilearner.com,PYZ,Voluntarily Terminated,Full-Time,Zone C,Part-Time,Resignation,Resignation - Standard Separation,Production,Field Operations,1972-06-30,MA,Foreman,Male,2126,Asian,Married,Fully Meets,5,3212,2023-09-03,2,5,4,2023-01-20,Customer Service,External,Failed,West Emilyport,Joel Brown,2,944.89,False,48.0
Hamish,Garneau,2018-11-17,2019-12-27,Production Technician I,Brandy Ferguson,hamish.garneau@bilearner.com,WBL,Active,Full-Time,Zone A,Part-Time,N/A - Active,N/A - Active,Production,Field Operations,1952-06-28,MA,Laborer,Male,1550,Hispanic,Widowed,Fully Meets,2,3213,2023-08-01,2,5,1,2023-04-09,Communication Skills,External,Passed,Alexanderberg,Misty Holmes,2,494.29,False,66.0
Morissa,Power,2019-07-16,,Production Technician I,Danielle Green,morissa.power@bilearner.com,PYZ,Active,Part-Time,Zone B,Temporary,N/A - Active,N/A - Active,Production,General - Con,1972-12-22,MA,Laborer,Female,1742,Asian,Widowed,Fully Meets,2,3214,2023-04-14,3,1,2,2023-01-25,Project Management,Internal,Incomplete,West Christopher,Laura Moore,4,521.05,True,46.0
Jason,Woodson,2020-01-25,,Production Technician Ii,Jeffery Patterson,jason.woodson@bilearner.com,SVG,Active,Contract,Zone A,Part-Time,N/A - Active,N/A - Active,Production,General - Sga,1973-03-06,MA,Administrator,Male,1810,White,Divorced,Fully Meets,3,3215,2022-12-11,4,3,5,2023-07-06,Communication Skills,External,Failed,Smithport,Dustin Lewis,3,183.77,True,46.0
Janine,Purinton,2021-08-16,,Production Technician I,Margaret Murphy Md,janine.purinton@bilearner.com,MSC,Active,Part-Time,Zone A,Temporary,N/A - Active,N/A - Active,Production,Fielders,1972-02-28,MA,Engineer,Female,2474,Other,Divorced,Fully Meets,5,3216,2023-03-29,1,4,3,2023-03-17,Leadership Development,External,Passed,North Thomas,Maria Rios,5,143.08,True,49.0
Sarah,Akinkuolie,2019-01-20,2019-10-01,Production Technician Ii,Karen Munoz,sarah.akinkuolie@bilearner.com,BPC,Voluntarily Terminated,Contract,Zone B,Full-Time,Resignation,Resignation - Standard Separation,Production,General - Con,1968-09-28,MA,Technician,Female,1810,White,Single,Fully Meets,3,3217,2022-01-11,1,2,1,2023-06-09,Customer Service,External,Passed,North Anne,Michael Kemp,3,723.2,False,50.0
